,I,P,S,B,K,A
50,-2.0,0.10729310221066446,-0.07423404717529149,4.0,0.3315190453220166,-4.979423561317434
51,-2.0,-1.6885655249395786,0.9598022984316026,4.0,0.629870097445006,-5.094606750608048
52,-2.0,2.5027755946578325,1.1135661839734476,4.0,0.8670628313004626,-2.102467284312908
53,-2.0,-1.839649011158436,0.09310977547520878,3.0,0.9207395020769227,-2.355914909517731
54,-2.0,1.2798929591323673,0.07080146796622508,2.0,0.4154192914450004,-3.1291252432421977
55,-2.0,1.8700041974119914,-0.1196131730691322,3.0,0.44813593236868277,4.238744521719045
56,-2.0,2.010257308238248,0.014437331145131323,3.0,0.2748112458431204,0.012639192585067072
57,-2.0,2.4273965433024784,0.9426290215553759,3.0,0.294944452574059,-0.5237469550666449
58,-2.0,0.8880685598895798,-0.07026650885769582,3.0,0.38707648911306514,3.232611434897498
59,-2.0,-0.02028301730241333,-0.08622998426117591,3.0,0.6983805430515962,0.14402445212062814
60,-2.0,0.5079775507841192,0.9421885280239026,2.0,0.5268064011954426,-0.07910784685569539
61,-2.0,0.26615669878458004,0.9697876714605621,3.0,0.4460007117134779,-5.4749312975642965
62,-2.0,1.9954346604934519,1.0164234455647698,3.0,0.7676333654236053,-2.3710074130358096
63,-2.0,1.5113433338628512,1.159818821224284,2.0,0.5899245902366343,0.9798460086770471
64,-2.0,1.8228589408697504,1.0946399276183807,2.0,0.5649788951754771,-1.9020871634295204
65,-2.0,-0.6806402450670048,0.9741733506664331,2.0,0.2320687239105994,1.4685272256071367
66,-2.0,1.3096510114925648,0.9272056101911011,2.0,0.36107761491697304,-1.9870201060036363
67,-2.0,0.035963550933010714,0.8481404513065423,2.0,0.4762929608417326,-3.111851544296304
68,-2.0,0.8332610015566089,0.0406411003448281,2.0,0.2542198481799975,4.0914843325066865
69,-2.0,-1.0787875379622758,1.0823517827831692,2.0,0.32285680046184445,1.517863969958071
70,-2.0,0.2962566907095272,0.06693161730961374,3.0,0.678471905309607,-4.29228711995121
71,-2.0,0.19803473020127915,0.9524450347444807,2.0,0.53244408874625,0.7248815450305053
72,-2.0,1.5461729549711722,0.935178817805125,3.0,0.3568980019517396,-1.4500622667411383
73,-2.0,-1.38932390166583,-0.13220734698943917,3.0,0.5622194595974944,1.924138583143388
74,-2.0,0.6054771398182992,0.9239208643534436,2.0,0.43140214001259813,1.5644612592912732
75,-2.0,0.7827060397156524,0.028737872951487133,3.0,0.4437304815317249,-0.34879160542490906
76,-2.0,-0.19611910698911075,1.1378736199882011,4.0,0.35170201249028726,-1.8743911479973074
77,-2.0,1.291119911265351,0.9893863731489629,3.0,0.6825257444670528,-1.6443919364759974
78,-2.0,-0.8093631934132761,0.8475382912604814,3.0,0.4540840247448737,-1.1774771208311643
79,-2.0,0.30668011680445606,1.1573779427860043,4.0,0.9457225952867192,1.0428291781689407
80,-2.0,-0.21504959852745434,0.9836116303785223,3.0,0.41856853858149745,2.3073998843977055
81,-2.0,1.2362680573288083,1.0130401525759911,3.0,0.5672017557267193,-1.2283193654148916
82,-2.0,0.5000320070330964,0.8966048860092432,2.0,0.48542847845807513,0.6090980994974589
83,-2.0,1.3798042865882867,0.05490777793757341,2.0,0.634958238827365,-3.171321205501828
84,-2.0,0.37585692939127047,0.018930875691682156,3.0,0.6652939459802849,-0.8459284737520534
85,-2.0,1.083482996865966,0.9284745910157033,3.0,0.650113577163083,4.521213985255876
86,-2.0,0.6698578784134432,-0.0321480675096778,2.0,0.7707515440648476,-0.23262660027283832
87,-2.0,1.0064552633022543,0.9450902896085742,3.0,0.6737509550291504,-8.375960114648517
88,-2.0,2.0293749229776648,0.9585248945463485,2.0,0.538337068244125,-0.4120357979885172
89,-2.0,1.9160228401258126,0.09625097422161488,3.0,0.5718331146353237,2.452955032961793
90,-2.0,-1.6938645380910022,-0.037454016903133866,2.0,0.320032835915282,-1.832271907438325
91,-2.0,2.9082956180938915,0.9709710121666831,3.0,0.8014560794737254,1.4498533970242853
92,-2.0,2.753581102838046,0.9777988067139537,2.0,0.6716281419778634,1.8093429888796968
93,-2.0,2.327287118321226,1.0821337082496105,3.0,0.33509919018746614,4.9000156288663295
94,-2.0,2.652176796804842,0.9727780120742164,3.0,0.931271053288413,4.59248818394447
95,-2.0,1.6052681019476784,1.0432991051182914,3.0,0.670390501753656,-1.902063352139297
96,-2.0,2.3526618225946976,-0.013648945961556067,2.0,0.29371114804881243,4.8332392536234465
97,-2.0,-0.45317398249671337,0.7881278494716467,3.0,0.5441306746712394,1.2604928764550094
98,-2.0,1.564989058213925,-0.06744611020701244,2.0,0.4755008759906179,4.5301523711581
99,-2.0,3.9821091357824665,1.0602991706664135,4.0,0.1164764586530651,1.0659987336948675
